split,method,route_id,base_instance,n_customers,network_group,feasible,reason,completion_time,n_station_visits,consecutive_same_station,repeat_energy_added,repeat_time_added,loop_guard_hit,return_value,horizon,n_continue,n_charge
train,OneStepLookahead,r103C10_NL__v1,r103,5,Small_Network,True,,189.37278694784055,2,0,0.0,0.0,False,-189.37278694784055,230.0,6,2
train,OneStepLookahead,r103C10_VG__v0,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,2,0,0.0,0.0,False,-230.0,230.0,3,2
train,OneStepLookahead,r103C10_VG__v1,r103,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,3,0,0.0,0.0,False,-230.0,230.0,2,3
train,OneStepLookahead,r203C10_L__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0.0,0.0,False,-1000.0,1000.0,6,2
train,OneStepLookahead,r203C10_NL__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0.0,0.0,False,-1000.0,1000.0,6,2
train,OneStepLookahead,r203C10_VG__v0,r203,10,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0.0,0.0,False,-1000.0,1000.0,5,2
train,OneStepLookahead,rc201C10_L__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,53,16,356.5535248526203,139.05587469252205,True,-960.0,960.0,2,53
train,OneStepLookahead,rc201C10_NL__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,2,1
train,OneStepLookahead,rc201C10_VG__v0,rc201,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,2,1
train,OneStepLookahead,c103C15_L__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,1,51
train,OneStepLookahead,c103C15_L__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,4,2
train,OneStepLookahead,c103C15_NL__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,51,16,400.49907011924734,1389.7317733137897,True,-1236.0,1236.0,3,51
train,OneStepLookahead,c103C15_NL__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,3,0,0.0,0.0,False,-1236.0,1236.0,5,3
train,OneStepLookahead,c103C15_VG__v0,c103,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,1,50
train,OneStepLookahead,c103C15_VG__v1,c103,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,4,0,0.0,0.0,False,-1236.0,1236.0,5,4
train,OneStepLookahead,c106C15_L__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,52,1,44.64458979412461,154.9167265856123,True,-1236.0,1236.0,3,52
train,OneStepLookahead,c106C15_L__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,1,0,0.0,0.0,False,-1236.0,1236.0,4,1
train,OneStepLookahead,c106C15_NL__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,52,25,73.9132535299455,256.4789897489088,True,-1236.0,1236.0,3,52
train,OneStepLookahead,c106C15_NL__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,50,0,0.0,0.0,True,-1236.0,1236.0,3,50
train,OneStepLookahead,c106C15_VG__v0,c106,7,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,52,25,452.4776407970084,1570.097413565616,True,-1236.0,1236.0,3,52
train,OneStepLookahead,c106C15_VG__v1,c106,8,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,0,0,0.0,0.0,False,-1236.0,1236.0,3,0
train,OneStepLookahead,c208C15_L__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0.0,0.0,False,-3390.0,3390.0,3,1
train,OneStepLookahead,c208C15_NL__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,50,17,566.0976616781974,1964.358886023343,True,-3390.0,3390.0,4,50
train,OneStepLookahead,c208C15_VG__v0,c208,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,50,17,307.2242958127333,1066.0683064701861,True,-3390.0,3390.0,4,50
train,OneStepLookahead,r105C15_L__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,2,0,0.0,0.0,False,-230.0,230.0,3,2
train,OneStepLookahead,r105C15_L__v1,r105,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,52,16,294.9276829793657,144.5145646598888,True,-230.0,230.0,3,52
train,OneStepLookahead,r105C15_L__v2,r105,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,0,50
train,OneStepLookahead,r105C15_NL__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,2,0
train,OneStepLookahead,r105C15_NL__v1,r105,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,52,17,628.2547789777916,307.84484169911775,True,-230.0,230.0,3,52
train,OneStepLookahead,r105C15_NL__v2,r105,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,53,17,528.4089796616815,258.9204000342245,True,-230.0,230.0,3,53
train,OneStepLookahead,r105C15_VG__v0,r105,6,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,18,769.7074274134363,377.15663943258414,True,-230.0,230.0,1,50
train,OneStepLookahead,r105C15_VG__v1,r105,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,51,25,385.7359618073388,189.01062128559573,True,-230.0,230.0,3,51
train,OneStepLookahead,r105C15_VG__v2,r105,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,52,24,602.3425551624866,295.14785202961855,True,-230.0,230.0,3,52
train,OneStepLookahead,r202C15_L__v0,r202,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,3,0,0.0,0.0,False,-1000.0,1000.0,4,3
train,OneStepLookahead,r202C15_NL__v0,r202,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,50,17,23.614505655243278,11.571107771068824,True,-1000.0,1000.0,2,50
train,OneStepLookahead,r202C15_VG__v0,r202,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,52,17,394.39883186191673,193.25542761233947,True,-1000.0,1000.0,3,52
train,OneStepLookahead,rc103C15_L__v0,rc103,5,Small_Network,True,,181.16247582958144,1,0,0.0,0.0,False,-181.16247582958144,240.0,6,1
train,OneStepLookahead,rc103C15_L__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,53,24,839.620428322866,327.4519670459176,True,-240.0,240.0,2,53
train,OneStepLookahead,rc103C15_L__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,4,0
train,OneStepLookahead,rc103C15_NL__v0,rc103,5,Small_Network,True,,181.16247582958144,1,0,0.0,0.0,False,-181.16247582958144,240.0,6,1
train,OneStepLookahead,rc103C15_NL__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,53,16,611.7290132038363,238.57431514949695,True,-240.0,240.0,2,53
train,OneStepLookahead,rc103C15_NL__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,25,592.669843275731,231.14123887753482,True,-240.0,240.0,2,50
train,OneStepLookahead,rc103C15_VG__v0,rc103,5,Small_Network,True,,181.16247582958144,1,0,0.0,0.0,False,-181.16247582958144,240.0,6,1
train,OneStepLookahead,rc103C15_VG__v1,rc103,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,54,16,650.3608158293538,253.64071817344757,True,-240.0,240.0,2,54
train,OneStepLookahead,rc103C15_VG__v2,rc103,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,25,415.3359529632655,161.98102165567326,True,-240.0,240.0,2,50
train,OneStepLookahead,rc202C15_L__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,51,0,0.0,0.0,True,-960.0,960.0,1,51
train,OneStepLookahead,rc202C15_NL__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,4,0,0.0,0.0,False,-960.0,960.0,3,4
train,OneStepLookahead,rc202C15_VG__v0,rc202,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,6,0,0.0,0.0,False,-960.0,960.0,4,6
train,OneStepLookahead,rc204C15_L__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,7,0,0.0,0.0,False,-960.0,960.0,7,7
train,OneStepLookahead,rc204C15_NL__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,6,0,0.0,0.0,False,-960.0,960.0,6,6
train,OneStepLookahead,rc204C15_VG__v0,rc204,15,Small_Network,False,NO_FEASIBLE_ACTION,960.0,52,17,23.971581381824166,9.348916738911385,True,-960.0,960.0,3,52
train,OneStepLookahead,c103C5_L__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,1,0,0.0,0.0,False,-1236.0,1236.0,4,1
train,OneStepLookahead,c103C5_NL__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,4,2
train,OneStepLookahead,c103C5_VG__v0,c103,5,Small_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,4,2
train,OneStepLookahead,c206C5_L__v0,c206,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0.0,0.0,False,-3390.0,3390.0,2,1
train,OneStepLookahead,c206C5_NL__v0,c206,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,4,0,0.0,0.0,False,-3390.0,3390.0,4,4
train,OneStepLookahead,c206C5_VG__v0,c206,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,50,17,235.26636596202502,816.374289888226,True,-3390.0,3390.0,1,50
train,OneStepLookahead,c208C5_L__v0,c208,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,4,0,0.0,0.0,False,-3390.0,3390.0,5,4
train,OneStepLookahead,c208C5_NL__v0,c208,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,2,0,0.0,0.0,False,-3390.0,3390.0,2,2
train,OneStepLookahead,c208C5_VG__v0,c208,5,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,3,0,0.0,0.0,False,-3390.0,3390.0,5,3
train,OneStepLookahead,r104C5_L__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,1,33.70417596432748,16.515046222520468,True,-230.0,230.0,0,50
train,OneStepLookahead,r104C5_NL__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,52,24,485.232992957136,237.76416654899646,True,-230.0,230.0,2,52
train,OneStepLookahead,r104C5_VG__v0,r104,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,2,0
train,OneStepLookahead,r105C5_L__v0,r105,2,Small_Network,False,NO_FEASIBLE_ACTION,230.0,51,0,0.0,0.0,True,-230.0,230.0,1,51
train,OneStepLookahead,r105C5_L__v1,r105,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,2,1
train,OneStepLookahead,r105C5_NL__v0,r105,2,Small_Network,False,NO_FEASIBLE_ACTION,230.0,51,25,578.7353636739538,283.5803282002371,True,-230.0,230.0,1,51
train,OneStepLookahead,r105C5_NL__v1,r105,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,17,266.20754797246127,130.44169850650678,True,-230.0,230.0,1,50
train,OneStepLookahead,r105C5_VG__v0,r105,2,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,17,590.0323167051927,289.11583518554454,True,-230.0,230.0,1,50
train,OneStepLookahead,r105C5_VG__v1,r105,3,Small_Network,False,ZERO_CHARGE_NOOP,230.0,3,1,6.9847137674014235,3.422509746026691,False,-230.0,230.0,1,3
train,OneStepLookahead,r202C5_L__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0.0,0.0,False,-1000.0,1000.0,2,2
train,OneStepLookahead,r202C5_NL__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0.0,0.0,False,-1000.0,1000.0,2,0
train,OneStepLookahead,r202C5_VG__v0,r202,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,0,0,0.0,0.0,False,-1000.0,1000.0,2,0
train,OneStepLookahead,r203C5_L__v0,r203,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,7,1,31.15667427951807,15.266770396963807,False,-1000.0,1000.0,4,7
train,OneStepLookahead,r203C5_NL__v0,r203,5,Small_Network,True,,757.0134129379459,9,1,23.370001069256716,11.451300523935743,False,-757.0134129379459,1000.0,6,9
train,OneStepLookahead,r203C5_VG__v0,r203,5,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0.0,0.0,False,-1000.0,1000.0,2,2
train,OneStepLookahead,rc105C5_L__v0,rc105,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,0,0.0,0.0,True,-240.0,240.0,1,51
train,OneStepLookahead,rc105C5_L__v1,rc105,2,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,17,412.5304301915929,160.88686777472088,True,-240.0,240.0,1,51
train,OneStepLookahead,rc105C5_NL__v0,rc105,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,16,427.50446491041913,166.72674131506386,True,-240.0,240.0,1,51
train,OneStepLookahead,rc105C5_NL__v1,rc105,2,Small_Network,True,,178.39971162898547,3,0,0.0,0.0,False,-178.39971162898547,240.0,3,3
train,OneStepLookahead,rc105C5_VG__v0,rc105,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,25,540.214381084267,210.68360862286386,True,-240.0,240.0,1,51
train,OneStepLookahead,rc105C5_VG__v1,rc105,2,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,16,650.4155582781555,253.66206772848088,True,-240.0,240.0,1,51
train,OneStepLookahead,rc204C5_L__v0,rc204,5,Small_Network,False,NO_FEASIBLE_ACTION,960.0,5,0,0.0,0.0,False,-960.0,960.0,3,5
train,OneStepLookahead,rc204C5_NL__v0,rc204,5,Small_Network,False,NO_FEASIBLE_ACTION,960.0,6,1,26.49306669126222,10.332296009592255,False,-960.0,960.0,3,6
train,OneStepLookahead,rc204C5_VG__v0,rc204,5,Small_Network,False,NO_FEASIBLE_ACTION,960.0,55,15,557.1343714050179,217.28240484795674,True,-960.0,960.0,3,55
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v0,r102,9,Large_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,4,50
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v1,r102,4,Large_Network,True,,205.48168857965683,1,0,0.0,0.0,False,-205.48168857965683,230.0,5,1
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v2,r102,4,Large_Network,True,,152.39699480017086,0,0,0.0,0.0,False,-152.39699480017086,230.0,5,0
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v3,r102,5,Large_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,2,50
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v4,r102,3,Large_Network,True,,144.97056274847714,0,0,0.0,0.0,False,-144.97056274847714,230.0,4,0
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v5,r102,8,Large_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,1,50
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v6,r102,6,Large_Network,True,,207.14247115573266,1,0,0.0,0.0,False,-207.14247115573266,230.0,7,1
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v7,r102,3,Large_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,2,50
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v8,r102,4,Large_Network,True,,228.88837040858965,1,0,0.0,0.0,False,-228.88837040858965,230.0,5,1
validation,GreedyMinimumSufficientCharge,r102_50_21_NL__v9,r102,4,Large_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,4,50
validation,GreedyMinimumSufficientCharge,c108C25_NL__v0,c108,6,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,2,0,0.0,0.0,False,-1236.0,1236.0,4,2
validation,GreedyMinimumSufficientCharge,c108C25_NL__v1,c108,9,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,7,51
validation,GreedyMinimumSufficientCharge,c108C25_NL__v2,c108,10,Medium_Network,False,NO_FEASIBLE_ACTION,1236.0,51,0,0.0,0.0,True,-1236.0,1236.0,5,51
validation,GreedyMinimumSufficientCharge,r102C25_NL__v0,r102,5,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,4,1
validation,GreedyMinimumSufficientCharge,r102C25_NL__v1,r102,3,Medium_Network,True,,185.4177168690662,2,0,0.0,0.0,False,-185.4177168690662,230.0,4,2
validation,GreedyMinimumSufficientCharge,r102C25_NL__v2,r102,3,Medium_Network,True,,164.8660687473185,0,0,0.0,0.0,False,-164.8660687473185,230.0,4,0
validation,GreedyMinimumSufficientCharge,r102C25_NL__v3,r102,4,Medium_Network,False,ZERO_CHARGE_NOOP,230.0,0,0,0.0,0.0,False,-230.0,230.0,0,0
validation,GreedyMinimumSufficientCharge,r102C25_NL__v4,r102,3,Medium_Network,True,,196.6874030101159,1,0,0.0,0.0,False,-196.6874030101159,230.0,4,1
validation,GreedyMinimumSufficientCharge,r102C25_NL__v5,r102,3,Medium_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,3,50
validation,GreedyMinimumSufficientCharge,r102C25_NL__v6,r102,4,Medium_Network,True,,208.10724153614984,1,0,0.0,0.0,False,-208.10724153614984,230.0,5,1
validation,GreedyMinimumSufficientCharge,c202C10_L__v0,c202,10,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,1,0,0.0,0.0,False,-3390.0,3390.0,4,1
validation,GreedyMinimumSufficientCharge,c202C10_NL__v0,c202,10,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,2,0,0.0,0.0,False,-3390.0,3390.0,4,2
validation,GreedyMinimumSufficientCharge,c202C10_VG__v0,c202,10,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,2,0,0.0,0.0,False,-3390.0,3390.0,4,2
validation,GreedyMinimumSufficientCharge,r102C10_L__v0,r102,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C10_L__v1,r102,2,Small_Network,True,,184.57176012263747,0,0,0.0,0.0,False,-184.57176012263747,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C10_L__v2,r102,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,3,1
validation,GreedyMinimumSufficientCharge,r102C10_NL__v0,r102,5,Small_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,2,1
validation,GreedyMinimumSufficientCharge,r102C10_NL__v1,r102,2,Small_Network,True,,184.57176012263747,0,0,0.0,0.0,False,-184.57176012263747,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C10_NL__v2,r102,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C10_VG__v0,r102,5,Small_Network,False,MASK_VIOLATION,230.0,2,0,0.0,0.0,False,-230.0,230.0,2,2
validation,GreedyMinimumSufficientCharge,r102C10_VG__v1,r102,2,Small_Network,True,,184.57176012263747,0,0,0.0,0.0,False,-184.57176012263747,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C10_VG__v2,r102,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
validation,GreedyMinimumSufficientCharge,rc108C10_L__v0,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,4,1
validation,GreedyMinimumSufficientCharge,rc108C10_L__v1,rc108,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,3,0
validation,GreedyMinimumSufficientCharge,rc108C10_NL__v0,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,0,0.0,0.0,True,-240.0,240.0,4,51
validation,GreedyMinimumSufficientCharge,rc108C10_NL__v1,rc108,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,4,1
validation,GreedyMinimumSufficientCharge,rc108C10_VG__v0,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,51,0,0.0,0.0,True,-240.0,240.0,4,51
validation,GreedyMinimumSufficientCharge,rc108C10_VG__v1,rc108,4,Small_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,4,1
validation,GreedyMinimumSufficientCharge,rc205C10_L__v0,rc205,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,0,0,0.0,0.0,False,-960.0,960.0,2,0
validation,GreedyMinimumSufficientCharge,rc205C10_NL__v0,rc205,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,2,1
validation,GreedyMinimumSufficientCharge,rc205C10_VG__v0,rc205,10,Small_Network,False,NO_FEASIBLE_ACTION,960.0,1,0,0.0,0.0,False,-960.0,960.0,2,1
validation,GreedyMinimumSufficientCharge,c202C15_L__v0,c202,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,0,0,0.0,0.0,False,-3390.0,3390.0,3,0
validation,GreedyMinimumSufficientCharge,c202C15_NL__v0,c202,15,Small_Network,False,MASK_VIOLATION,3390.0,3,0,0.0,0.0,False,-3390.0,3390.0,2,3
validation,GreedyMinimumSufficientCharge,c202C15_VG__v0,c202,15,Small_Network,False,NO_FEASIBLE_ACTION,3390.0,50,0,0.0,0.0,True,-3390.0,3390.0,1,50
validation,GreedyMinimumSufficientCharge,r102C15_L__v0,r102,2,Small_Network,True,,164.8660687473185,0,0,0.0,0.0,False,-164.8660687473185,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C15_L__v1,r102,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,3,1
validation,GreedyMinimumSufficientCharge,r102C15_L__v2,r102,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C15_L__v3,r102,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,0,0,0.0,0.0,False,-230.0,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C15_L__v4,r102,3,Small_Network,True,,169.12857180715397,1,0,0.0,0.0,False,-169.12857180715397,230.0,4,1
validation,GreedyMinimumSufficientCharge,r102C15_NL__v0,r102,2,Small_Network,True,,164.8660687473185,0,0,0.0,0.0,False,-164.8660687473185,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C15_NL__v1,r102,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,1,0,0.0,0.0,False,-230.0,230.0,3,1
validation,GreedyMinimumSufficientCharge,r102C15_NL__v2,r102,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,51,0,0.0,0.0,True,-230.0,230.0,2,51
validation,GreedyMinimumSufficientCharge,r102C15_NL__v3,r102,3,Small_Network,False,NO_FEASIBLE_ACTION,230.0,50,0,0.0,0.0,True,-230.0,230.0,2,50
validation,GreedyMinimumSufficientCharge,r102C15_NL__v4,r102,3,Small_Network,False,MASK_VIOLATION,230.0,2,0,0.0,0.0,False,-230.0,230.0,2,2
validation,GreedyMinimumSufficientCharge,r102C15_VG__v0,r102,2,Small_Network,True,,164.8660687473185,0,0,0.0,0.0,False,-164.8660687473185,230.0,3,0
validation,GreedyMinimumSufficientCharge,r102C15_VG__v1,r102,4,Small_Network,False,NO_FEASIBLE_ACTION,230.0,51,0,0.0,0.0,True,-230.0,230.0,3,51
validation,GreedyMinimumSufficientCharge,r102C15_VG__v2,r102,3,Small_Network,True,,132.31370849898477,1,0,0.0,0.0,False,-132.31370849898477,230.0,4,1
validation,GreedyMinimumSufficientCharge,r102C15_VG__v3,r102,3,Small_Network,False,ZERO_CHARGE_NOOP,230.0,1,0,0.0,0.0,False,-230.0,230.0,2,1
validation,GreedyMinimumSufficientCharge,r102C15_VG__v4,r102,3,Small_Network,False,ZERO_CHARGE_NOOP,230.0,0,0,0.0,0.0,False,-230.0,230.0,0,0
validation,GreedyMinimumSufficientCharge,r209C15_L__v0,r209,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,1,0,0.0,0.0,False,-1000.0,1000.0,4,1
validation,GreedyMinimumSufficientCharge,r209C15_NL__v0,r209,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,2,0,0.0,0.0,False,-1000.0,1000.0,4,2
validation,GreedyMinimumSufficientCharge,r209C15_VG__v0,r209,15,Small_Network,False,NO_FEASIBLE_ACTION,1000.0,55,0,0.0,0.0,True,-1000.0,1000.0,5,55
validation,GreedyMinimumSufficientCharge,rc108C15_L__v0,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,5,1
validation,GreedyMinimumSufficientCharge,rc108C15_L__v1,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,4,1
validation,GreedyMinimumSufficientCharge,rc108C15_L__v2,rc108,3,Small_Network,True,,139.04726749113505,1,0,0.0,0.0,False,-139.04726749113505,240.0,4,1
validation,GreedyMinimumSufficientCharge,rc108C15_NL__v0,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,3,0
validation,GreedyMinimumSufficientCharge,rc108C15_NL__v1,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,4,0
validation,GreedyMinimumSufficientCharge,rc108C15_NL__v2,rc108,3,Small_Network,True,,163.82102105636775,1,0,0.0,0.0,False,-163.82102105636775,240.0,4,1
validation,GreedyMinimumSufficientCharge,rc108C15_VG__v0,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,3,0
validation,GreedyMinimumSufficientCharge,rc108C15_VG__v1,rc108,6,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,5,0
validation,GreedyMinimumSufficientCharge,rc108C15_VG__v2,rc108,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,50,0,0.0,0.0,True,-240.0,240.0,2,50
validation,GreedyMinimumSufficientCharge,rc108C5_L__v0,rc108,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,2,1
validation,GreedyMinimumSufficientCharge,rc108C5_L__v1,rc108,2,Small_Network,False,NO_FEASIBLE_ACTION,240.0,0,0,0.0,0.0,False,-240.0,240.0,2,0
validation,GreedyMinimumSufficientCharge,rc108C5_NL__v0,rc108,3,Small_Network,False,NO_FEASIBLE_ACTION,240.0,1,0,0.0,0.0,False,-240.0,240.0,2,1
